A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,Class
1,4,40,38,8,14,36,25,27,46,26,10,17,39,14,49,18,29,37,32,26,11,36,13,38,41,21,32,33,48,46,23,20,48,38,23,3,30,21,37,13,15,47,46,38,21,1,43,27,3,30,B
1,4,48,13,23,15,23,6,16,43,48,43,33,9,40,34,20,31,2,17,16,45,16,44,47,44,26,15,23,35,20,15,14,30,29,5,12,3,21,40,49,35,12,2,1,27,9,24,28,50,39,B
1,4,3,47,40,39,28,28,21,39,13,10,18,49,12,35,15,28,4,39,25,11,22,20,4,7,12,17,34,25,50,28,2,10,45,31,20,13,4,30,44,13,32,45,34,38,33,5,46,42,21,B
1,4,20,32,2,27,6,47,9,5,47,14,47,35,21,5,14,24,21,6,28,19,21,32,38,3,35,8,35,43,28,33,29,28,19,3,46,27,3,47,17,22,8,44,3,50,17,8,35,19,37,B
1,4,13,38,36,42,23,5,40,2,13,35,30,24,32,11,3,33,24,40,17,42,25,41,4,42,48,8,34,25,45,44,18,30,15,48,20,33,5,23,17,39,5,10,41,36,39,31,17,42,47,B
1,4,31,15,22,20,46,28,4,26,46,29,40,24,22,5,31,37,46,21,25,29,34,45,36,21,45,14,39,49,50,4,39,14,4,13,15,31,1,34,37,41,5,30,15,12,5,50,9,43,33,B
1,4,12,48,33,48,37,15,33,43,4,44,4,8,17,13,36,37,37,9,15,27,45,13,26,31,9,28,20,22,5,4,29,13,21,28,49,28,46,8,38,32,8,36,8,41,22,25,40,38,41,B
1,4,35,12,10,45,33,20,16,16,39,33,47,42,23,50,23,7,44,19,13,33,6,14,41,42,25,12,24,8,6,23,20,47,26,38,49,12,2,49,27,10,31,47,22,20,26,9,20,35,33,B
1,4,30,39,12,43,27,24,21,22,18,36,32,24,38,6,47,34,3,25,36,7,21,25,33,36,16,25,27,43,29,38,4,7,31,48,43,19,23,28,26,50,29,42,16,40,10,19,43,22,29,B
1,4,19,8,6,31,2,30,44,38,20,21,15,5,16,48,41,21,6,19,17,40,37,29,13,29,20,24,33,13,5,14,3,2,34,23,25,46,37,26,9,36,41,10,37,26,47,48,2,38,32,B
1,4,12,5,30,48,47,36,24,27,46,43,36,44,28,16,46,12,9,4,44,18,27,9,9,24,42,39,29,10,41,40,42,48,5,38,23,49,41,35,11,18,47,24,18,21,32,26,25,41,1,B
1,4,6,48,44,33,42,6,27,44,14,46,12,4,44,29,28,7,46,8,15,43,20,30,5,7,24,28,46,5,17,35,29,46,14,9,22,34,24,21,9,32,48,12,45,22,42,41,13,16,23,B
1,4,27,14,38,13,4,14,36,13,22,15,3,46,46,15,24,21,32,43,27,13,3,37,46,23,33,37,32,36,48,50,27,41,17,14,36,14,7,22,26,49,26,49,1,18,38,43,41,6,10,B
1,4,44,4,9,40,42,37,22,38,38,46,10,17,4,37,7,28,21,12,17,35,18,42,37,6,42,32,42,13,36,29,29,33,10,3,10,24,48,8,1,26,31,3,33,21,27,31,35,22,31,B
1,4,35,38,32,39,34,5,15,1,4,48,18,6,27,5,3,26,12,40,41,19,28,21,47,47,1,45,14,26,37,44,36,47,48,4,15,33,48,26,49,5,36,42,1,10,49,23,47,17,30,B
1,4,49,47,8,30,26,29,5,15,24,37,41,6,35,38,44,13,31,49,49,2,47,31,23,34,18,15,30,33,22,3,26,17,13,21,20,32,10,7,3,48,29,28,17,22,46,47,2,5,31,B
1,4,48,25,5,23,28,3,6,21,14,7,33,40,18,23,18,22,19,4,42,35,17,12,32,42,17,42,22,9,36,38,34,3,45,1,16,5,12,7,42,22,37,37,11,18,30,24,41,22,45,B
1,4,13,10,32,22,43,34,16,10,49,3,30,39,45,14,49,23,6,46,8,20,33,32,23,28,49,12,50,21,21,45,12,32,7,15,12,38,12,33,23,22,28,46,48,4,22,30,26,20,19,B
1,4,31,49,14,43,33,18,46,48,29,44,16,22,37,42,24,33,10,3,28,36,50,20,13,35,38,2,33,25,11,5,34,45,23,48,30,36,22,19,43,27,17,29,8,13,12,14,28,10,6,B
1,4,18,48,42,21,5,14,27,32,46,43,31,49,50,16,19,10,41,30,44,2,22,27,41,26,1,7,26,42,35,22,14,8,22,11,12,1,6,47,49,43,25,43,21,35,6,10,18,47,20,B
1,4,1,13,17,29,1,22,36,37,23,43,19,7,39,42,38,50,43,32,4,42,15,45,33,24,23,39,10,19,8,49,8,30,50,43,31,50,22,25,18,4,6,36,49,28,41,27,41,17,48,B
1,4,32,44,19,29,13,45,36,15,13,43,28,14,8,44,34,45,25,13,25,21,29,33,25,16,4,2,27,35,24,1,4,23,23,35,21,49,22,10,41,1,37,10,22,41,37,49,21,23,30,B
1,4,37,36,23,32,12,40,11,29,19,23,18,43,1,48,32,38,45,44,5,43,44,31,46,23,4,27,45,39,23,24,30,28,5,4,10,38,13,36,48,42,37,28,42,26,11,35,48,7,34,B
1,4,43,42,42,40,50,39,41,39,13,46,24,34,42,21,11,11,12,8,30,21,19,29,7,34,37,42,6,50,31,4,18,17,2,24,19,35,14,3,44,21,43,25,50,8,20,15,40,38,11,B
1,4,4,14,27,42,19,28,13,24,45,2,13,4,39,12,25,36,41,16,1,38,19,37,34,43,43,12,48,30,34,8,45,5,12,49,39,14,25,24,42,6,24,44,39,45,2,26,44,46,21,B
1,4,17,2,47,49,41,44,19,46,29,7,30,37,2,15,47,33,9,1,9,16,10,13,14,19,1,31,30,30,2,14,12,11,9,32,27,1,35,48,35,50,7,35,11,17,28,35,38,9,8,B
1,4,33,3,14,32,49,28,34,35,41,12,43,50,39,43,6,46,7,50,7,42,43,5,9,44,34,32,35,3,18,6,21,9,22,35,2,5,43,2,4,11,36,30,43,43,9,6,20,19,28,B
1,4,31,20,8,43,16,11,11,14,37,39,3,48,9,42,40,47,24,12,1,10,20,17,48,44,38,11,47,34,35,48,33,11,41,34,38,13,20,21,40,31,14,7,24,47,26,28,29,6,44,B
1,4,45,49,33,5,20,39,40,16,29,22,34,22,2,40,20,46,3,2,1,29,23,39,22,4,20,38,30,41,10,32,10,39,17,21,9,49,50,45,33,25,27,37,30,42,43,7,2,48,44,B
1,4,10,10,50,38,17,38,45,11,6,10,10,15,6,23,4,4,43,10,18,5,3,24,47,9,32,2,49,4,42,3,14,37,48,34,2,9,12,49,1,34,35,21,8,8,13,50,10,10,48,B
1,4,14,41,2,9,22,47,25,19,42,16,4,21,47,20,26,31,13,34,33,22,9,16,18,1,28,40,11,27,27,26,40,2,33,28,23,30,47,25,12,31,7,25,17,38,19,1,5,31,6,B
1,4,10,4,48,41,12,17,7,21,19,14,25,16,43,31,35,28,35,23,15,17,27,13,3,48,23,4,42,49,20,13,37,26,7,9,1,39,48,28,1,25,38,38,37,23,6,20,27,3,40,B
1,4,26,5,20,26,13,36,8,22,23,4,26,49,5,23,16,25,38,36,12,37,20,50,4,13,9,33,4,35,48,13,49,18,36,30,1,26,24,18,11,46,43,25,30,46,33,26,25,28,41,B
1,4,39,49,22,50,26,31,13,40,12,4,19,7,28,34,22,45,37,3,39,42,35,4,24,15,47,23,36,25,10,25,27,3,37,43,6,4,43,20,5,18,38,40,17,49,14,39,33,7,36,B
1,4,24,50,20,7,11,43,50,4,39,44,35,10,4,44,46,39,28,46,35,5,6,31,46,16,44,15,35,39,32,49,24,18,10,3,50,5,24,16,15,31,33,21,17,26,7,7,42,42,43,B
1,4,48,2,16,34,29,6,18,30,43,45,11,47,9,35,32,46,49,27,33,16,9,12,39,6,15,18,11,37,15,29,22,19,8,4,22,46,24,17,22,40,34,39,10,41,3,3,26,1,5,B
1,4,44,15,6,28,5,20,15,29,30,48,26,40,9,1,26,44,18,31,7,46,8,1,16,6,28,17,16,36,25,15,38,38,16,17,44,49,22,4,32,17,50,32,42,40,47,34,19,13,20,B
1,4,26,14,6,11,36,35,14,13,5,24,19,4,7,44,19,11,40,41,13,45,35,32,14,28,36,39,47,1,27,37,31,23,45,9,39,16,50,48,17,13,38,46,35,16,15,22,10,5,29,B
1,4,37,15,49,29,42,21,17,13,11,18,13,8,41,9,26,34,7,27,40,44,21,13,23,9,19,43,37,28,43,50,12,46,27,20,19,32,37,50,22,45,17,22,2,35,49,50,17,27,3,B
1,4,5,5,2,20,12,21,17,12,37,20,41,35,22,39,6,26,12,24,20,25,7,2,35,2,46,13,15,49,11,6,8,12,17,4,3,37,29,38,1,24,28,13,36,12,22,26,16,28,27,B
1,4,11,27,29,19,15,9,1,4,13,28,30,4,1,49,25,4,26,46,4,15,50,8,48,20,31,31,25,41,25,49,40,13,6,3,10,4,4,49,48,14,13,19,4,12,16,2,19,12,50,B
1,4,16,2,42,32,7,36,20,1,17,38,2,37,42,25,15,20,50,37,19,14,26,46,47,49,1,5,29,45,7,29,44,31,28,20,49,10,5,2,3,18,17,25,21,8,13,43,35,42,36,B
1,4,34,23,23,2,29,38,30,43,45,23,38,39,47,11,16,44,24,50,9,12,24,35,35,33,22,43,4,7,30,11,22,42,5,7,8,29,8,25,3,48,22,4,12,42,15,36,36,15,43,B
1,4,31,32,17,1,43,41,13,13,17,39,35,7,13,11,36,31,28,44,46,15,22,38,50,15,10,17,22,30,36,45,11,12,50,43,17,46,11,17,15,3,48,43,30,8,45,15,35,47,35,B
1,4,25,6,13,2,39,19,27,45,5,46,6,13,6,16,17,38,41,11,38,41,7,26,3,15,11,46,12,16,45,47,20,13,28,44,7,5,8,39,42,43,40,12,28,16,16,49,6,16,28,B
1,4,44,34,7,19,6,13,11,12,13,31,34,41,7,38,3,50,9,39,36,11,4,38,16,8,17,33,10,22,9,30,39,37,46,33,14,38,31,27,46,10,47,9,4,41,4,32,19,16,49,B
1,4,43,44,1,44,9,25,39,19,26,21,18,48,2,39,46,4,5,12,21,22,19,28,34,10,45,31,31,4,6,7,50,50,5,37,40,24,10,42,4,31,3,13,33,32,41,48,15,19,12,B
1,4,21,34,13,33,24,38,13,8,15,1,33,13,20,46,21,47,26,11,7,27,28,33,11,13,36,42,12,34,50,28,16,50,15,48,39,7,30,2,35,33,30,5,37,16,2,29,11,1,27,B
1,4,49,6,3,24,26,49,26,22,14,13,43,22,49,29,49,35,19,11,40,20,35,31,26,7,40,1,27,21,10,13,46,12,10,2,17,40,36,19,16,20,49,38,18,19,47,28,5,5,10,B
1,4,3,50,46,16,7,25,26,15,16,40,24,34,7,32,30,9,43,43,11,45,40,46,22,39,33,2,39,12,2,6,42,49,1,1,31,19,3,3,26,47,4,47,3,43,37,39,47,33,12,B
1,4,14,18,43,42,27,32,33,6,35,32,24,24,18,1,31,23,44,49,49,11,19,10,22,11,49,40,24,42,10,15,28,33,34,32,25,50,19,31,46,28,5,31,39,9,11,49,29,38,37,B
1,4,43,37,43,9,11,29,27,8,34,29,9,34,6,46,9,25,25,11,40,5,12,15,21,46,26,17,27,35,9,32,37,27,2,37,17,11,41,21,13,32,16,14,20,26,35,49,27,7,18,B
1,4,34,13,45,32,46,28,27,10,42,14,2,8,4,46,41,14,12,7,26,13,28,43,18,23,38,48,30,24,49,14,8,25,25,5,4,20,12,10,21,44,24,31,49,5,26,43,45,6,30,B
1,4,6,28,33,47,22,40,23,25,49,40,18,32,17,27,22,28,48,11,30,2,39,15,10,11,1,13,2,22,1,48,47,34,36,49,24,2,7,47,9,30,44,23,50,31,33,20,47,28,18,B
1,4,38,27,36,32,41,13,19,1,39,20,18,14,48,9,3,39,31,3,27,27,48,28,11,16,36,19,36,20,46,43,15,4,15,43,13,35,25,49,44,16,29,2,50,33,47,35,30,48,15,B
1,4,46,1,17,45,19,16,29,23,37,5,25,10,50,45,33,15,34,43,27,20,1,5,3,28,45,2,24,5,49,18,43,33,30,30,36,3,46,50,9,44,22,22,1,19,12,3,47,25,49,B
1,4,4,38,46,26,10,3,13,3,44,22,45,16,38,49,42,5,6,11,50,23,40,44,18,41,7,15,44,14,20,50,29,45,4,17,26,38,40,47,22,20,22,34,16,37,17,23,14,47,36,B
1,4,25,47,35,47,37,45,13,17,39,26,35,2,3,44,15,50,45,29,37,19,20,15,30,8,2,49,38,20,24,12,25,48,44,2,48,1,2,34,22,46,31,31,38,13,18,13,47,24,31,B
1,4,14,28,17,39,13,32,25,41,28,49,23,38,46,39,25,38,27,41,22,26,21,31,25,6,42,28,40,5,48,17,5,49,15,13,9,7,31,49,40,27,50,1,37,50,4,1,30,13,12,B
1,4,34,10,2,6,30,18,40,49,3,43,49,24,43,19,15,6,34,49,16,27,44,19,12,16,30,48,26,47,9,44,34,45,14,9,9,39,7,35,12,44,23,41,13,40,10,9,12,16,45,B
1,4,46,21,5,6,30,38,41,50,35,15,46,8,28,46,40,2,23,12,14,33,15,18,50,40,23,22,26,38,43,34,29,7,42,28,17,44,35,18,19,24,29,33,42,4,3,12,19,42,31,B
1,4,8,4,27,37,48,49,1,45,23,10,36,40,26,17,38,38,39,26,39,26,14,20,2,18,27,39,29,44,40,44,14,27,20,48,12,21,50,37,30,1,41,14,29,32,37,41,11,31,35,B
1,4,43,16,36,17,5,35,18,4,48,6,12,36,17,50,31,50,7,10,22,42,29,18,2,37,8,23,35,33,12,31,23,28,18,10,4,19,17,30,14,11,4,42,48,21,23,15,15,32,12,B
1,4,27,36,8,16,13,38,44,27,12,20,32,8,35,21,27,41,21,45,41,45,22,23,9,13,29,1,15,47,35,6,5,36,36,49,41,19,3,29,6,9,1,4,3,33,44,5,41,20,18,B
1,4,18,33,5,18,6,11,45,26,43,19,6,12,34,42,40,24,30,20,36,4,10,40,23,2,11,29,13,27,27,26,32,7,19,48,26,36,42,50,25,26,21,38,31,37,6,7,41,43,7,B
1,4,19,49,41,25,23,29,16,29,6,4,21,39,5,17,38,11,19,24,10,33,33,28,46,27,50,7,39,36,9,43,48,20,4,18,50,17,38,16,4,24,32,9,6,37,33,41,26,8,34,B
1,4,31,32,35,38,1,44,42,5,31,42,24,29,48,22,12,25,5,23,45,16,16,3,4,33,1,33,22,15,7,43,36,22,3,31,4,3,31,3,25,31,21,43,48,8,23,47,24,8,2,B
1,4,9,36,15,7,13,8,30,37,40,7,25,28,41,39,5,41,10,46,7,32,35,18,36,5,24,25,20,34,27,48,14,32,12,25,26,35,45,2,44,45,36,47,35,28,24,20,34,11,34,B
1,4,4,8,18,14,1,30,10,31,47,2,41,22,30,13,13,46,17,18,24,3,2,36,6,46,27,31,39,50,38,31,9,34,17,1,8,26,24,32,36,31,48,19,17,26,19,7,40,45,17,B
1,4,16,7,41,41,47,3,45,46,9,10,42,50,40,27,14,39,42,38,46,16,27,16,43,42,24,20,49,34,47,28,15,46,3,19,19,31,40,10,42,41,33,19,49,14,3,13,21,40,16,B
1,4,43,1,13,16,14,10,12,11,31,50,41,30,3,21,3,26,20,28,33,11,3,22,19,10,15,11,34,37,2,30,49,48,24,6,32,35,31,18,17,26,34,46,39,33,10,2,34,26,35,B
1,4,38,49,44,35,9,1,25,8,17,36,46,7,11,32,47,17,36,31,42,16,24,12,44,21,2,29,15,17,7,31,3,18,4,22,26,32,49,4,3,29,1,20,16,47,5,50,3,44,50,B
1,4,6,47,12,45,12,17,43,49,31,45,24,23,46,21,21,13,8,27,4,25,19,46,29,38,42,30,26,38,31,8,15,25,2,7,38,19,46,22,9,7,44,17,38,2,7,41,35,3,45,B
1,4,38,36,16,18,43,42,7,36,37,24,4,22,47,13,44,39,44,38,28,20,31,39,8,28,18,1,31,18,47,7,7,47,33,34,14,37,19,28,33,14,32,28,22,22,30,38,40,31,20,B
1,4,22,13,41,18,6,40,1,22,19,41,22,41,8,39,43,37,48,31,28,22,44,29,20,48,44,11,7,28,50,16,46,4,28,14,9,49,6,8,44,49,7,46,42,32,40,12,5,12,1,B
1,4,3,12,15,33,17,28,3,47,33,36,6,39,38,9,9,19,45,50,2,46,16,41,3,26,25,7,23,39,11,14,45,32,48,22,7,30,16,19,7,50,21,32,3,48,25,43,50,7,42,B
1,4,17,30,6,1,7,11,8,23,9,6,12,23,21,50,38,27,4,14,30,3,22,15,6,39,38,26,18,21,43,7,27,48,8,32,37,37,43,48,20,14,42,11,6,50,24,27,30,19,33,B
1,4,18,31,31,35,7,11,14,43,47,16,28,43,13,2,10,9,9,29,7,2,29,8,31,12,9,12,10,7,1,18,36,32,37,38,49,22,23,25,37,9,38,45,17,15,6,24,16,3,30,B
1,4,11,11,40,2,7,30,43,33,34,42,46,45,20,49,2,21,41,43,31,14,32,39,29,41,39,37,39,33,5,34,17,18,10,19,45,19,22,8,14,31,33,35,25,39,42,19,7,28,17,B
1,4,46,45,38,32,37,40,31,36,9,5,4,27,38,34,10,22,20,31,38,8,9,10,11,37,17,47,14,20,42,11,18,1,49,10,50,49,20,22,10,48,31,40,15,42,26,6,28,40,24,B
1,4,40,8,29,3,40,34,39,26,24,19,49,21,48,41,11,34,47,27,49,11,13,4,23,40,4,48,40,3,21,14,35,5,46,15,49,33,24,19,40,20,9,14,36,40,23,40,46,2,5,B
1,4,32,13,15,29,40,46,5,27,19,38,41,27,24,45,42,50,10,31,50,18,5,38,27,15,16,5,44,18,22,46,22,32,47,23,44,50,20,8,26,41,28,41,18,49,13,9,45,23,6,B
1,4,2,23,3,15,20,42,22,24,30,34,28,38,34,6,36,43,45,34,15,43,30,35,42,49,10,7,24,27,1,34,48,13,22,20,19,10,20,49,8,37,10,30,16,11,23,46,28,2,31,B
1,4,37,8,17,11,19,44,40,42,14,5,49,21,12,49,37,37,20,34,44,32,29,8,39,29,5,1,48,13,17,5,35,46,24,40,40,33,5,25,1,44,43,45,29,43,8,24,29,14,35,B
1,4,15,42,25,15,12,20,19,23,45,20,24,20,9,43,41,41,21,43,18,30,34,34,38,27,19,12,26,44,23,4,46,29,42,38,34,46,22,40,11,43,46,35,22,41,40,8,50,46,39,B
1,4,25,42,19,48,38,5,47,20,50,9,20,35,16,38,24,18,12,29,19,24,13,32,6,20,1,9,5,14,38,18,34,37,8,26,40,40,21,12,30,36,31,1,30,7,28,17,3,26,2,B
1,4,39,8,49,19,46,38,22,48,45,49,11,6,10,39,18,43,47,28,7,4,27,34,43,34,48,25,47,33,13,2,44,38,23,28,21,1,44,44,33,11,24,47,31,39,20,28,49,25,32,B
1,4,24,42,35,32,23,8,19,49,44,24,29,2,32,8,16,21,12,45,26,30,39,29,24,19,15,2,45,33,1,2,3,48,6,18,48,28,14,49,9,15,29,36,5,37,32,49,42,40,34,B
1,4,36,8,7,50,48,36,30,6,22,44,19,4,18,11,17,49,35,39,14,22,7,50,10,16,50,16,38,45,22,35,46,4,19,4,19,21,2,40,25,27,48,5,17,2,22,7,7,12,46,B
1,4,32,31,37,26,49,3,38,2,44,32,29,15,6,14,13,7,1,30,47,27,36,43,15,10,50,12,33,25,1,43,2,48,14,32,25,36,24,23,47,8,11,32,3,27,8,39,9,18,26,B
1,4,5,12,49,41,48,18,44,32,1,7,14,28,10,46,36,11,20,15,19,50,33,14,14,15,50,48,42,17,4,1,18,27,32,30,29,39,18,19,5,23,44,37,35,1,21,1,32,2,25,B
1,4,42,19,37,42,35,32,32,13,19,24,11,49,38,49,12,6,37,25,1,32,1,41,8,31,49,6,28,29,48,7,6,41,39,40,8,16,35,4,8,3,6,27,14,41,11,39,3,28,8,B
1,4,36,29,39,23,11,30,46,6,44,30,5,13,13,49,29,42,7,37,23,8,33,21,27,34,20,48,47,1,36,49,42,9,26,31,29,27,48,36,41,29,26,21,5,11,27,32,50,12,41,B
1,4,50,15,1,28,19,17,16,50,42,36,38,26,24,49,30,36,29,7,36,11,22,27,18,40,7,25,44,45,44,12,14,41,39,33,5,25,5,21,44,30,3,6,3,40,44,3,22,16,42,B
1,4,2,33,41,39,42,45,30,25,19,33,12,15,26,32,11,46,47,16,40,35,36,33,16,15,20,5,16,37,13,26,16,44,39,2,23,26,15,10,27,20,18,47,13,19,31,17,22,3,34,B
1,4,35,2,26,5,36,28,16,10,37,1,33,44,48,42,32,27,10,10,41,43,48,13,33,36,13,16,29,27,31,26,24,5,29,33,39,17,42,14,16,1,17,10,40,23,40,47,15,17,2,B
1,4,20,46,46,3,42,43,39,41,8,39,40,44,16,2,44,24,21,8,47,33,42,7,8,4,10,19,8,13,40,23,14,12,20,9,28,39,38,6,45,5,32,50,32,47,34,18,14,2,13,B
1,4,18,31,28,9,12,34,23,27,41,50,21,50,12,35,1,34,20,44,46,30,3,8,37,41,22,11,39,7,25,11,8,32,25,48,29,35,4,39,19,35,40,40,18,18,5,48,16,48,30,B
1,4,20,31,48,14,35,34,40,36,19,17,2,10,47,19,16,2,48,32,1,11,34,48,9,40,40,21,7,33,33,48,16,33,27,42,17,11,10,10,48,5,8,14,43,17,11,43,43,35,48,B
1,4,11,3,36,9,20,50,34,27,37,6,16,42,13,12,16,47,46,36,43,47,3,41,27,45,47,3,49,19,25,22,39,2,16,37,29,6,27,11,29,6,17,29,36,10,43,41,8,40,47,B
1,4,19,39,16,15,21,32,41,44,13,21,28,25,6,12,50,19,7,42,25,8,23,46,10,4,7,26,22,48,10,45,26,13,22,21,3,14,19,17,43,45,9,16,29,30,42,28,2,19,48,B
1,4,27,13,43,47,49,45,42,40,11,36,10,7,22,6,36,46,45,22,40,39,7,8,42,12,2,27,7,34,37,20,14,8,42,1,48,7,23,35,26,32,18,12,7,36,44,19,48,31,14,B
1,4,3,8,9,18,12,20,14,4,13,5,35,16,6,36,7,30,17,1,31,13,5,22,45,32,6,7,17,34,25,30,30,12,49,6,24,11,31,37,36,42,3,43,4,15,40,32,18,18,4,B
1,4,1,14,40,30,48,47,38,8,44,42,33,47,18,24,12,45,24,38,21,41,8,25,28,4,40,32,6,5,33,17,35,33,16,44,41,49,30,9,7,23,18,15,19,15,7,38,41,35,42,B
2,5,22,20,8,9,14,26,30,7,6,47,46,39,20,43,40,11,12,44,6,23,6,30,33,29,18,41,41,20,4,1,16,47,41,24,30,30,13,13,24,49,39,49,38,26,41,30,2,44,46,C
2,5,24,47,27,22,4,2,33,18,4,28,14,15,6,44,33,27,13,33,20,4,3,40,32,32,21,34,39,45,1,40,35,47,45,34,9,35,8,2,24,26,49,50,35,7,37,35,33,43,7,C
2,5,39,41,6,2,44,9,7,46,25,34,50,19,47,45,26,1,15,30,1,4,33,26,25,40,39,44,9,43,12,34,9,9,11,44,34,48,25,1,5,12,14,50,43,38,16,20,20,23,12,C
2,5,48,40,30,23,20,43,9,49,50,45,41,11,42,16,6,41,48,31,16,28,10,19,42,35,38,3,8,29,6,45,36,8,27,13,7,4,26,13,47,46,22,18,34,29,48,39,3,36,16,C
2,5,24,36,19,6,49,41,45,47,25,1,26,40,44,32,29,39,37,34,5,41,44,16,12,8,30,8,42,17,35,45,32,24,27,47,43,41,43,14,18,10,2,15,8,39,3,14,40,32,37,C
2,5,12,13,17,4,46,42,14,29,47,47,28,21,7,15,11,49,50,41,20,50,25,21,39,6,33,19,45,10,33,8,15,7,41,16,6,28,32,14,6,25,12,33,7,29,27,28,15,33,15,C
2,5,38,7,37,40,23,18,28,24,47,25,46,11,21,13,44,13,28,33,21,27,26,40,28,8,6,44,21,50,35,9,1,37,30,48,46,21,35,29,1,13,29,19,13,33,7,47,3,32,6,C
2,5,29,26,44,30,14,17,45,5,25,18,42,35,11,8,4,28,24,35,13,47,14,45,15,49,38,20,11,44,28,48,20,21,29,8,24,10,14,14,33,47,12,46,50,27,16,30,48,7,7,C
2,5,46,5,32,20,7,39,24,26,30,40,11,40,45,11,9,40,50,13,48,50,39,12,43,11,26,6,47,44,26,21,11,47,50,14,35,33,33,20,40,23,47,44,21,25,1,10,32,39,10,C
2,5,24,30,32,47,19,39,24,29,21,12,13,24,33,42,31,22,7,5,46,21,15,5,44,49,34,50,14,37,33,37,30,7,33,29,35,19,11,38,7,14,35,38,33,10,40,4,20,39,6,C
2,5,48,41,29,33,8,30,6,23,9,15,3,24,44,21,3,41,45,15,9,41,18,5,45,18,23,50,35,2,17,27,7,28,24,34,30,19,4,32,18,27,1,44,30,41,36,3,16,31,5,C
2,5,47,37,33,31,40,22,7,50,11,28,18,30,41,23,17,1,32,8,25,16,39,39,4,5,12,29,19,38,19,29,36,6,42,21,41,2,23,15,35,22,25,1,34,18,31,10,44,38,3,C
2,5,47,46,19,46,30,30,39,28,15,23,2,22,48,5,46,31,24,1,37,48,33,17,13,49,18,31,33,6,44,31,34,13,44,29,35,44,11,5,48,28,28,20,37,19,44,1,23,10,42,C
2,5,29,34,17,20,1,49,34,41,31,30,30,22,9,29,42,42,21,42,9,22,43,8,21,36,44,15,19,42,3,26,41,36,3,12,46,20,45,11,25,4,50,45,47,16,45,18,16,13,31,C
2,5,4,50,36,39,41,42,8,40,6,46,46,43,42,49,46,22,32,46,28,21,31,7,4,48,48,46,42,15,30,27,49,31,48,16,7,38,40,13,39,6,41,34,2,16,47,27,49,28,4,C
2,5,10,36,10,9,26,41,36,26,25,29,47,41,30,34,14,2,22,48,21,19,21,40,27,31,44,25,12,31,42,10,12,47,18,3,5,32,47,38,7,34,2,37,8,32,10,46,18,42,32,C
2,5,44,50,18,27,47,46,36,35,46,14,3,45,16,9,23,14,2,23,49,44,10,45,6,48,31,8,37,14,25,18,48,43,26,37,17,46,23,16,2,41,17,6,27,19,3,25,21,48,20,C
2,5,31,28,46,42,30,10,45,42,23,49,14,18,19,43,45,47,6,41,5,50,30,1,2,26,6,27,12,26,36,48,21,12,28,7,18,43,9,14,40,32,33,13,38,41,43,22,16,26,14,C
2,5,38,19,22,26,31,22,27,10,42,7,48,36,20,15,5,12,39,30,30,42,40,1,39,36,40,43,34,8,38,8,3,36,49,28,34,47,22,25,45,46,41,31,28,38,49,27,14,29,29,C
2,5,44,3,48,30,49,33,7,3,18,28,43,25,20,31,21,22,35,3,18,37,24,46,19,14,31,35,26,50,39,19,3,41,44,46,1,3,50,14,29,23,9,16,42,26,11,48,15,39,2,C
2,5,4,31,2,26,19,6,5,39,23,6,24,40,14,3,36,32,47,7,34,6,32,4,36,24,44,12,39,36,28,27,24,30,5,50,4,15,39,4,4,44,40,4,46,34,18,23,30,8,50,C
2,5,21,50,19,39,39,48,33,11,1,35,29,27,23,18,35,25,25,33,28,33,48,10,25,29,36,36,27,1,2,27,17,7,14,35,5,11,49,42,13,8,19,49,9,17,32,27,15,45,47,C
2,5,33,46,14,3,3,28,10,12,12,36,9,24,6,9,47,41,33,34,44,37,40,49,4,14,15,30,9,22,15,11,7,2,31,31,37,13,17,39,29,31,13,10,32,13,16,27,33,21,42,C
2,5,16,49,20,22,6,34,40,19,11,18,25,46,23,2,43,18,42,27,33,30,39,43,16,34,44,17,44,22,45,42,47,36,20,28,5,42,49,5,9,10,40,2,23,32,44,17,37,2,12,C
2,5,31,24,17,6,17,24,47,26,38,15,36,21,50,27,13,19,11,23,38,46,46,15,43,16,12,46,27,9,8,16,12,34,3,29,28,50,13,28,3,25,32,30,13,23,45,15,12,34,26,C
2,5,35,40,43,12,47,39,48,2,35,42,22,40,37,44,4,16,6,37,20,29,41,18,20,13,31,40,31,35,20,16,30,9,25,26,6,42,42,1,37,24,39,18,3,26,13,31,36,11,30,C
2,5,14,19,31,30,25,12,50,25,44,39,47,35,43,39,40,46,43,34,13,44,45,21,46,24,7,34,13,11,49,10,10,27,7,42,41,18,50,17,30,42,46,22,7,50,28,31,15,29,39,C
2,5,46,29,21,8,2,37,31,46,37,32,28,24,30,2,25,22,17,17,10,12,28,39,30,25,50,2,7,18,32,7,12,28,14,28,31,25,34,45,46,22,39,26,50,39,1,36,18,48,4,C
2,5,29,1,33,12,15,39,22,49,15,23,17,42,22,23,19,41,27,18,11,7,2,15,20,12,19,27,32,22,25,30,14,37,18,28,15,37,25,10,4,14,10,23,16,26,17,23,43,2,38,C
